able amaze fill glad stop daily fantastic move prime plenty empty subtle job strongly litter	-1	 Answer: 0.  This word set
able amaze fill stop glad daily fantastic move plenty prime empty job subtle strongly litter	-1	 Answer: 0.  This word set
able amaze fill stop glad daily fantastic move plenty prime empty subtle job strongly litter	-1	 Answer: 0.  This word set
able amaze glad fill stop fantastic daily move prime empty plenty subtle job strongly litter	-2	 Answer: 0.  This word set
absolute church truth doug scripture symbol libxmu font bible free undefined type motif error application	1	 Answer: 0.</s>
absolute church truth mission nasa doug mars earth free application error type font email symbol	-1	 Answer: 0.  This word set
absolute mission church nasa mars earth truth lunar shuttle doug telescope symbol planetary libxmu launch	2	 Answer: 2.  These words have
absolutely fast white rice service noodle terrible customer grain process satisfied super delivery disappointed experience	-1	 Answer: 1.</s>
absolutely fast white super service customer return terrible satisfied horrible replace sticky process package disgust	2	 Answer: -1.</s>
absolutely grain experience soon there's process anyway true terrible satisfied knew average replace sort wild	-2	 Answer: 0.  This word set
absolutely grain experience soon there's process true anyway knew terrible sort satisfied average replace wild	-2	 Answer: 0.</s>
absolutely grain experience there's soon process anyway terrible satisfied average true replace sort wild knew	-2	 Answer: 0.</s>
absolutely grain there's process experience terrible anyway satisfied replace average sticky wild soon disgust lol	-1	 Answer: 0.</s>
absolutely grain there's process experience terrible satisfied replace anyway sticky wild average disgust lol freshness	-2	 Answer: 0.  This word set
absolutely grain there's process terrible experience satisfied replace sticky wild anyway disgust lol freshness average	-2	 Answer: 0.</s>
absolutely grain there's process terrible satisfied experience replace sticky wild disgust lol freshness anyway gag	-2	 Answer: 0.</s>
absolutely grain there's terrible satisfied process replace experience sticky wild disgust rice lol freshness gag	-2	 Answer: 0.  This word set
absolutely white fast super return customer service experience process terrible horrible satisfied replace sticky lol	0	 Answer: 0.  This word set
absolutely white fast super return service customer terrible satisfied horrible replace process experience sticky lol	0	 Answer: 0.  This word set
absolutely white fast super service customer return terrible satisfied horrible replace sticky process disgust lol	2	 Answer: 0.  This word set
absolutely white fast super service customer return terrible satisfied horrible replace sticky process experience disgust	-2	 Answer: 1.</s>
access appear digex henry phone toronto informatik mass hamburg price bontchev level comet spencer saturn	-2	 Answer: 1.  Explanation
access appear digex henry toronto informatik phone hamburg mass intercon amanda spencer hole bontchev walker	-2	 Answer: 0.  This word set
access appear henry phone digex experience price comet orbit level bontchev saturn secure mass nasa	-2	 Answer: 2.  This word set
access appear henry toronto digex cover mass star spencer constant jupiter universe theory radius galaxy	1	 Answer: 2.  These words have
access appear henry toronto digex mass cover star spencer hole constant theory jupiter universe radius	-2	 Answer: 2.  These words have
access appear henry toronto digex spencer cover mass star light hole theory black universe constant	-2	 Answer: 1.  Explanation
access henry appear toronto digex captain hole star mass spencer harris theory weaver universe light	-1	 Answer: 2.  This word set
access henry digex appear toronto informatik intercon hole amanda walker mass hamburg spencer captain cover	-2	 Answer: 1.</s>
access henry toronto digex appear hole informatik intercon amanda walker spencer mass hamburg captain cover	-1	 Answer: 1.</s>
access toronto henry appear digex hole informatik intercon spencer walker amanda captain hamburg mass star	-2	 Answer: 1.</s>
access toronto henry appear digex hole informatik intercon spencer walker amanda hamburg star mass cover	-2	 Answer: 1.</s>
access toronto henry appear digex hole informatik intercon walker amanda spencer captain hamburg mass cover	-1	 Answer: 1.</s>
access toronto henry digex appear hole informatik intercon amanda walker spencer hamburg mass captain cover	-2	 Answer: 1.</s>
actually texture cut version wheat pasta search miss cook office oat biscuit unlike seriously winner	-1	 Answer: 0.  This word set
actually texture cut version wheat pasta search miss cook office unlike oat biscuit seriously winner	-2	 Answer: 1.</s>
actually texture cut version wheat pasta search miss unlike oat biscuit seriously winner similar standard	-1	 Answer: 1.</s>
actually texture cut wheat miss oat biscuit unlike seriously quaker country winner absolute whole swiss	-2	 Answer: 1.  This word set
address send request bear militia amendment receive constitution arms shall mailing free organize regulate organization	-2	 Answer: 2.  These words have
address send request bear militia receive amendment constitution arms shall mailing free organize regulate organization	2	 Answer: 2.  These words have
address send request receive bear militia free amendment shall constitution arms mailing organize sent regulate	-2	 Answer: 2.  These words have
address send request receive militia bear amendment mailing arms shall constitution organize regulate free expo	0	 Answer: 1.  This word set
almond blue cocoa magnesium iced bitter wait grey diamond earl ounce rda beat bowel body	-2	 Answer: 1.  This word set
almond body blue magnesium cause blood diamond level reminds nutrient bowel rda present approximately diarrhea	-1	 Answer: 1.  This word set
almond body blue magnesium diamond blood cause reminds bowel rda nutrient level approximately diarrhea source	-1	 Answer: 1.  This word set
almond body blue magnesium diamond blood reminds cause bowel rda nutrient approximately diarrhea source level	2	 Answer: 1.  This word set
almond body blue magnesium diamond blood reminds cause bowel rda nutrient approximately level diarrhea source	0	 Answer: 1.  This word set
almond body smooth blue magnesium cause diamond reminds increase peppermint bowel nutrient rda blood source	0	 Answer: 1.  This word set
almond smooth body blue magnesium cause diamond reminds increase bowel peppermint nutrient rda blood source	-2	 Answer: 1.  This word set
always case salty awesome live sour hooked tuna cheddar crispy pantry since suggest new tangy	-2	 Answer: 1.  This word set
always case salty awesome live sour hooked tuna cheddar crispy pantry since tangy new suggest	2	 Answer: 1.</s>
always case salty awesome live sour hooked tuna cheddar crispy pantry suggest since new tangy	0	 Answer: 1.  This word set
always case salty awesome live sour hooked tuna cheddar crispy pantry tangy since new suggest	-2	 Answer: 1.</s>
always case salty awesome live sour hooked tuna suggest cheddar crispy pantry since tangy new	-1	 Answer: 1.</s>
always case salty awesome live sour tuna hooked cheddar crispy pantry tangy since new less	-1	 Answer: 1.</s>
always case salty live awesome sour hooked suggest tuna cheddar since crispy pantry tangy heaven	-2	 Answer: 2.  These words suggest
always case salty live awesome sour hooked tuna suggest cheddar crispy pantry since tangy heaven	-2	 Answer: 2.  This word set
always case salty live awesome suggest sour hooked tuna crispy cheddar since pantry tangy heaven	-1	 Answer: 2.  These words suggest
always case salty live awesome suggest sour hooked tuna since cheddar crispy pantry tangy heaven	-2	 Answer: 2.  This word set
always last buying whole open worth case they're that's hand couple jar part mine pouch	0	 Answer: 0.  This word set
always last sure case they're open couple jar week two whole part mine someone seed	-2	 Answer: 0.  This word set
always powder several usually chai gold meal scoop replacement tablespoon living since nature authentic prefers	-2	 Answer: 1.</s>
always powder vitamin aroma supplement teaspoon grow soy form along grass mineral hint hemp tablespoon	2	 Answer: 1.</s>
always several powder usually chai gold replacement scoop meal living tablespoon since nature authentic orgain	-1	 Answer: 1.  This word set
always several powder usually chai replacement gold scoop living tablespoon since nature meal authentic orgain	-2	 Answer: 1.  Explanation
always several usually powder chai replacement gold scoop living since authentic orgain prefers buttermilk nature	-1	 Answer: 1.  This word set
always sure case last they're couple jar open week two mine part someone seed pouch	-2	 Answer: 0.  This word set
always sure case last they're couple week jar open two part mine someone seed pouch	-2	 Answer: 0.  This word set
always sure last case they're couple week open jar two part mine someone seed pouch	-2	 Answer: 0.  This word set
always sure last case they're two week couple jar part mine maybe someone open seed	-1	 Answer: 0.  This word set
always sure last open whole case they're week maybe couple jar that's part mine someone	-2	 Answer: 0.</s>
andrew disclaimer james chris lost columbia navy model gary behanna callison houston rick bird chuck	-2	 Answer: 0.  This word set
andrew disclaimer james chris lost navy columbia gary behanna model callison rick bird houston baby	-1	 Answer: 0.  This word set
andrew disclaimer lost james chris columbia behanna navy callison houston pack bird gary uoknor init	-2	 Answer: 0.</s>
andrew homosexual james lost cleveland chris cramer internet bitnet michael gatech virginia freenet clayton sexual	-1	 Answer: 1.</s>
andrew homosexual lost james chris cramer bitnet internet gatech michael cleveland virginia clayton sexual male	-2	 Answer: 1.</s>
andrew homosexual lost james chris cramer internet bitnet gatech michael clayton male sexual disclaimer virginia	-2	 Answer: 1.</s>
andrew james disclaimer chris lost model navy columbia gary behanna callison houston rick bird weight	-1	 Answer: 0.  This word set
andrew lost disclaimer james chris columbia navy behanna callison houston bird pack init uoknor gary	-2	 Answer: 0.</s>
andrew lost james chris disclaimer model navy columbia gary behanna houston callison rick weight bird	-2	 Answer: 0.  This word set
andrew lost james chris disclaimer model navy columbia gary behanna houston callison weight rick bird	-1	 Answer: 0.  This word set
andrew lost james disclaimer model chris navy behanna houston callison weight columbia hell uoknor wild	-2	 Answer: 0.  This word set
anonymous internet news usenet service privacy email electronic congress network user public bill site address	0	 Answer: 1.  Explanation
anonymous news bill public conference congress vote internet usenet anon colorado member abuse service cview	-2	 Answer: 1.</s>
anonymous news congress service bill anon internet usenet conference public server abuse privacy user electronic	-2	 Answer: 2.  These words have
anonymous news service usenet conference congress public privacy email electronic internet network bill user server	1	 Answer: 2.  These words are
anonymous news service usenet privacy network electronic internet email site public user server congress archive	-2	 Answer: 1.  (Note:
anonymous private public news crime server conference internet privacy carry bill paul congress pretty abuse	2	 Answer: 1.</s>
anonymous public private news crime server religion carry cview pretty bill internet paul congress conference	-2	 Answer: 1.</s>
anonymous public private news crime server religion carry pretty bill cview internet paul hold thought	2	 Answer: 1.</s>
anyone son hair super oatmeal skin okay pure fall mom gas recently wash improve seriously	-1	 Answer: 1.</s>
anyone son super oatmeal body skin okay pure fall heard mom gas wash improve seriously	-2	 Answer: 1.</s>
anything juice guess wrong throw immediately think actual n't concentrate squeeze picture might could strip	-2	 Answer: 0.  This word set
anything juice guess wrong throw picture immediately actual concentrate squeeze strip photo funny pas mislead	-2	 Answer: 0.  This word set
anything juice guess wrong throw picture immediately actual concentrate squeeze strip think photo funny pas	-2	 Answer: 1.</s>
anything juice guess wrong throw picture immediately actual concentrate think squeeze strip photo might funny	-1	 Answer: 1.  This word set
anything juice wrong guess throw immediately think n't concentrate squeeze actual could might photo strip	-2	 Answer: 0.  This word set
anything juice wrong guess throw immediately think n't concentrate squeeze actual might could picture strip	-2	 Answer: 0.  This word set
apartment building water left azerbaijani home woman city sumgait dept father face neighbor door crowd	0	 Answer: 1.</s>
apartment home left woman door father azerbaijani room building neighbor sumgait city mother later beat	1	 Answer: 0.  This word set
appear access henry digex comet orbit phone toronto experience appreciate nasa galileo ghost backup mass	-1	 Answer: 1.</s>
appear access henry toronto hole digex star captain harris spencer mass theory light weaver black	0	 Answer: 1.  This word set
appear access hole henry toronto digex star light captain black theory harris spencer energy weaver	-2	 Answer: 1.</s>
appear access hole henry toronto digex star light captain harris spencer theory black energy weaver	-2	 Answer: 1.</s>
appear access hole henry toronto digex star light captain harris theory spencer black energy weaver	-2	 Answer: 1.  This word set
appear cover black light miss level theory hole story excellent trade henry toronto given physical	-2	 Answer: 1.</s>
appear henry black toronto trade cover hole digex access captain light star company alaska level	-2	 Answer: 1.</s>
appear henry toronto black trade cover hole digex access light captain star level company alaska	-2	 Answer: 1.</s>
apple fast mouse speed slow robert simms clock processor machine move cheer centris hardware quadra	-1	 Answer: 1.  This word set
apple mouse fast speed robert slow processor machine move clock simms week centris hardware pretty	-2	 Answer: 1.</s>
apple mouse fast speed robert slow processor move clock machine week pretty centris simms hardware	0	 Answer: 1.</s>
apple mouse robert fast processor speed move slow clock week pretty microsoft music chicago jason	-1	 Answer: 1.</s>
apple mouse robert fast speed processor slow move clock week pretty microsoft music machine chicago	1	 Answer: 1.</s>
apple mouse robert processor fast move speed slow clock week pretty microsoft music chicago jason	0	 Answer: 1.  This word set
apple offer monitor sale price shipping pitt selling gordon banks sell purchase dealer sony excellent	2	 Answer: 2.  These words seem
apple offer monitor sale price shipping pitt selling gordon purchase banks sell manual dealer excellent	0	 Answer: 2.  These words have
apple offer monitor sale price shipping pitt selling manual gordon sell purchase banks dealer excellent	-1	 Answer: 2.  These words have
apple simms colorado message drug record simm math ripem chips thought news cigarette wonder mark	-2	 Answer: 0.  This word set
application window resource word science allow ever human child money health center return motif already	-2	 Answer: 1.</s>
appreciate advance anybody info experience email thank suggestion hello greatly wonder recently response thanx advice	-1	 Answer: 1.  Explanation
appreciate advance anybody info keyboard looking thank hello greatly experience email access wonder type peter	-2	 Answer: 1.</s>
appreciate advance anybody info keyboard thank greatly hello looking experience access email type wonder normal	-2	 Answer: 0.  This word set
appreciate advance anybody info looking keyboard thank hello greatly email experience wonder access thanx upenn	-2	 Answer: 1.</s>
